profile,scenario,variable_value,trial,latency_ms,memory_mb,tokens,cache_hit_rate
OPT1: Context Compression,server_scaling,5,16,76.48860000062996,4.9591064453125e-05,1136,0.0
OPT1: Context Compression,server_scaling,5,17,79.2262999993909,4.9591064453125e-05,1136,0.0
OPT1: Context Compression,server_scaling,5,18,77.6319999995394,4.9591064453125e-05,1136,0.0
OPT1: Context Compression,server_scaling,5,19,77.5498000002699,4.9591064453125e-05,1136,0.0
OPT1: Context Compression,server_scaling,5,20,76.8938999999591,4.9591064453125e-05,1136,0.0
OPT1: Context Compression,server_scaling,5,21,77.95379999970464,4.9591064453125e-05,1136,0.0
OPT1: Context Compression,server_scaling,5,22,77.95429999987391,4.9591064453125e-05,1136,0.0
OPT1: Context Compression,server_scaling,5,23,76.92459999998391,4.9591064453125e-05,1136,0.0
OPT1: Context Compression,server_scaling,5,24,77.19489999999496,4.9591064453125e-05,1136,0.0
OPT1: Context Compression,server_scaling,5,25,77.09350000004633,4.9591064453125e-05,1136,0.0
OPT1: Context Compression,server_scaling,5,26,76.81589999992866,4.9591064453125e-05,1136,0.0
OPT1: Context Compression,server_scaling,5,27,76.59119999971153,4.9591064453125e-05,1136,0.0
OPT1: Context Compression,server_scaling,5,28,76.48519999929704,4.9591064453125e-05,1136,0.0
OPT1: Context Compression,server_scaling,5,29,77.56270000027143,4.9591064453125e-05,1136,0.0
OPT1: Context Compression,server_scaling,5,30,77.00690000001487,4.9591064453125e-05,1136,0.0
OPT1: Context Compression,server_scaling,10,1,92.95039999960863,4.9591064453125e-05,1241,0.0
OPT1: Context Compression,server_scaling,10,2,92.0722000000751,4.9591064453125e-05,1241,0.0
OPT1: Context Compression,server_scaling,10,3,93.18429999984801,4.9591064453125e-05,1241,0.0
OPT1: Context Compression,server_scaling,10,4,93.59190000031958,4.9591064453125e-05,1241,0.0
OPT1: Context Compression,server_scaling,10,5,92.91560000019672,4.9591064453125e-05,1241,0.0
OPT1: Context Compression,server_scaling,10,6,92.8420999998707,4.9591064453125e-05,1241,0.0
OPT1: Context Compression,server_scaling,10,7,93.49650000058318,4.9591064453125e-05,1241,0.0
OPT1: Context Compression,server_scaling,10,8,92.72270000019489,4.9591064453125e-05,1241,0.0
OPT1: Context Compression,server_scaling,10,9,94.03659999952652,4.9591064453125e-05,1241,0.0
OPT1: Context Compression,server_scaling,10,10,92.69330000006448,4.9591064453125e-05,1241,0.0
OPT1: Context Compression,server_scaling,10,11,92.60710000035033,4.9591064453125e-05,1241,0.0
OPT1: Context Compression,server_scaling,10,12,92.790600000626,4.9591064453125e-05,1241,0.0
OPT1: Context Compression,server_scaling,10,13,92.80949999993027,4.9591064453125e-05,1241,0.0
OPT1: Context Compression,server_scaling,10,14,92.13649999946938,4.9591064453125e-05,1241,0.0
OPT1: Context Compression,server_scaling,10,15,91.78010000050563,4.9591064453125e-05,1241,0.0
OPT1: Context Compression,server_scaling,10,16,93.41390000008687,4.9591064453125e-05,1241,0.0
OPT1: Context Compression,server_scaling,10,17,92.61470000001282,4.9591064453125e-05,1241,0.0
OPT1: Context Compression,server_scaling,10,18,93.64110000024084,4.9591064453125e-05,1241,0.0
OPT1: Context Compression,server_scaling,10,19,93.30259999933332,4.9591064453125e-05,1241,0.0
OPT1: Context Compression,server_scaling,10,20,92.76169999975536,4.9591064453125e-05,1241,0.0
OPT1: Context Compression,server_scaling,10,21,92.93140000045241,4.9591064453125e-05,1241,0.0
OPT1: Context Compression,server_scaling,10,22,93.08379999947647,4.9591064453125e-05,1241,0.0
OPT1: Context Compression,server_scaling,10,23,92.77020000081393,4.9591064453125e-05,1241,0.0
OPT1: Context Compression,server_scaling,10,24,92.63760000067123,4.9591064453125e-05,1241,0.0
OPT1: Context Compression,server_scaling,10,25,92.0988000007128,4.9591064453125e-05,1241,0.0
OPT1: Context Compression,server_scaling,10,26,92.1608999997261,4.9591064453125e-05,1241,0.0
OPT1: Context Compression,server_scaling,10,27,93.26059999966674,4.9591064453125e-05,1241,0.0
OPT1: Context Compression,server_scaling,10,28,93.58219999921857,4.9591064453125e-05,1241,0.0
OPT1: Context Compression,server_scaling,10,29,91.92259999963426,4.9591064453125e-05,1241,0.0
OPT1: Context Compression,server_scaling,10,30,92.61489999971673,4.9591064453125e-05,1241,0.0
OPT1: Context Compression,server_scaling,20,1,108.11280000052648,4.9591064453125e-05,1451,0.0
OPT1: Context Compression,server_scaling,20,2,108.01050000009127,4.9591064453125e-05,1451,0.0
OPT1: Context Compression,server_scaling,20,3,108.09569999946689,4.9591064453125e-05,1451,0.0
